,Country,Date,No. of confirmed cases,datetime,continent,code
2347,Liberia,2015-12-01,3151.0,2015-12-01,Africa,LR
2348,Sierra Leone,2015-12-01,8704.0,2015-12-01,Africa,SL
2349,Senegal,2015-12-01,1.0,2015-12-01,Africa,SN
2350,Mali,2015-12-01,7.0,2015-12-01,Africa,ML
2351,United Kingdom,2015-12-01,1.0,2015-12-01,Europe,GB
2352,Guinea,2015-12-02,3351.0,2015-12-02,Africa,GQ
2353,United Kingdom,2015-12-02,1.0,2015-12-02,Europe,GB
2354,United States of America,2015-12-02,4.0,2015-12-02,North America,US
2355,Liberia,2015-12-02,3151.0,2015-12-02,Africa,LR
2356,Spain,2015-12-02,1.0,2015-12-02,Europe,ES
2357,Liberia,2015-12-02,9.0,2015-12-02,Africa,LR
2358,Sierra Leone,2015-12-02,8704.0,2015-12-02,Africa,SL
2359,Senegal,2015-12-02,1.0,2015-12-02,Africa,SN
2360,Mali,2015-12-02,7.0,2015-12-02,Africa,ML
2361,Nigeria,2015-12-02,19.0,2015-12-02,Africa,NG
2362,Italy,2015-12-02,1.0,2015-12-02,Europe,IT
2363,Guinea,2015-12-03,3351.0,2015-12-03,Africa,GQ
2364,Liberia,2015-12-03,3151.0,2015-12-03,Africa,LR
2365,Italy,2015-12-03,1.0,2015-12-03,Europe,IT
2366,Liberia,2015-12-03,9.0,2015-12-03,Africa,LR
2367,Mali,2015-12-03,7.0,2015-12-03,Africa,ML
2368,United States of America,2015-12-03,4.0,2015-12-03,North America,US
2369,United Kingdom,2015-12-03,1.0,2015-12-03,Europe,GB
2370,Spain,2015-12-03,1.0,2015-12-03,Europe,ES
2371,Nigeria,2015-12-03,19.0,2015-12-03,Africa,NG
2372,Sierra Leone,2015-12-03,8704.0,2015-12-03,Africa,SL
2373,Senegal,2015-12-03,1.0,2015-12-03,Africa,SN
2374,Guinea,2015-12-09,3351.0,2015-12-09,Africa,GQ
2375,United Kingdom,2015-12-09,1.0,2015-12-09,Europe,GB
2376,Spain,2015-12-09,1.0,2015-12-09,Europe,ES
2377,Italy,2015-12-09,1.0,2015-12-09,Europe,IT
2378,Liberia,2015-12-09,3151.0,2015-12-09,Africa,LR
2379,Senegal,2015-12-09,1.0,2015-12-09,Africa,SN
2380,United States of America,2015-12-09,4.0,2015-12-09,North America,US
2381,Liberia,2015-12-09,9.0,2015-12-09,Africa,LR
2382,Mali,2015-12-09,7.0,2015-12-09,Africa,ML
2383,Sierra Leone,2015-12-09,8704.0,2015-12-09,Africa,SL
2384,Nigeria,2015-12-09,19.0,2015-12-09,Africa,NG
2385,Italy,2015-12-10,1.0,2015-12-10,Europe,IT
2386,Spain,2015-12-10,1.0,2015-12-10,Europe,ES
2387,Nigeria,2015-12-10,19.0,2015-12-10,Africa,NG
2388,Liberia,2015-12-10,9.0,2015-12-10,Africa,LR
2389,Guinea,2015-12-10,3351.0,2015-12-10,Africa,GQ
2390,United Kingdom,2015-12-10,1.0,2015-12-10,Europe,GB
2391,United States of America,2015-12-10,4.0,2015-12-10,North America,US
2392,Mali,2015-12-10,7.0,2015-12-10,Africa,ML
2393,Liberia,2015-12-10,3151.0,2015-12-10,Africa,LR
2394,Senegal,2015-12-10,1.0,2015-12-10,Africa,SN
2395,Sierra Leone,2015-12-10,8704.0,2015-12-10,Africa,SL
2396,Spain,2015-12-11,1.0,2015-12-11,Europe,ES
2397,United States of America,2015-12-11,4.0,2015-12-11,North America,US
2398,Nigeria,2015-12-11,19.0,2015-12-11,Africa,NG
2399,Senegal,2015-12-11,1.0,2015-12-11,Africa,SN
2400,Guinea,2015-12-11,3351.0,2015-12-11,Africa,GQ
2401,Mali,2015-12-11,7.0,2015-12-11,Africa,ML
2402,United Kingdom,2015-12-11,1.0,2015-12-11,Europe,GB
2403,Liberia,2015-12-11,9.0,2015-12-11,Africa,LR
2404,Italy,2015-12-11,1.0,2015-12-11,Europe,IT
2405,Sierra Leone,2015-12-11,8704.0,2015-12-11,Africa,SL
2406,Liberia,2015-12-11,3151.0,2015-12-11,Africa,LR
2407,Sierra Leone,2015-12-15,8704.0,2015-12-15,Africa,SL
2408,United States of America,2015-12-15,4.0,2015-12-15,North America,US
2409,Mali,2015-12-15,7.0,2015-12-15,Africa,ML
2410,Spain,2015-12-15,1.0,2015-12-15,Europe,ES
2411,Italy,2015-12-15,1.0,2015-12-15,Europe,IT
2412,Guinea,2015-12-15,3351.0,2015-12-15,Africa,GQ
2413,Senegal,2015-12-15,1.0,2015-12-15,Africa,SN
2414,Nigeria,2015-12-15,19.0,2015-12-15,Africa,NG
2415,Liberia,2015-12-15,9.0,2015-12-15,Africa,LR
2416,United Kingdom,2015-12-15,1.0,2015-12-15,Europe,GB
2417,Liberia,2015-12-15,3151.0,2015-12-15,Africa,LR
2418,Spain,2015-12-16,1.0,2015-12-16,Europe,ES
2419,Mali,2015-12-16,7.0,2015-12-16,Africa,ML
2420,Guinea,2015-12-16,3351.0,2015-12-16,Africa,GQ
2421,United Kingdom,2015-12-16,1.0,2015-12-16,Europe,GB
2422,Italy,2015-12-16,1.0,2015-12-16,Europe,IT
2423,United States of America,2015-12-16,4.0,2015-12-16,North America,US
2424,Nigeria,2015-12-16,19.0,2015-12-16,Africa,NG
2425,Senegal,2015-12-16,1.0,2015-12-16,Africa,SN
2426,Liberia,2015-12-16,3151.0,2015-12-16,Africa,LR
2427,Sierra Leone,2015-12-16,8704.0,2015-12-16,Africa,SL
2428,Liberia,2015-12-16,9.0,2015-12-16,Africa,LR
2429,Liberia,2015-12-17,9.0,2015-12-17,Africa,LR
2430,Nigeria,2015-12-17,19.0,2015-12-17,Africa,NG
2431,Spain,2015-12-17,1.0,2015-12-17,Europe,ES
2432,Liberia,2015-12-17,3151.0,2015-12-17,Africa,LR
2433,Mali,2015-12-17,7.0,2015-12-17,Africa,ML
2434,United Kingdom,2015-12-17,1.0,2015-12-17,Europe,GB
2435,Sierra Leone,2015-12-17,8704.0,2015-12-17,Africa,SL
2436,Guinea,2015-12-17,3351.0,2015-12-17,Africa,GQ
2437,Italy,2015-12-17,1.0,2015-12-17,Europe,IT
2438,Senegal,2015-12-17,1.0,2015-12-17,Africa,SN
2439,United States of America,2015-12-17,4.0,2015-12-17,North America,US
2440,Nigeria,2015-12-22,19.0,2015-12-22,Africa,NG
2441,Guinea,2015-12-22,3351.0,2015-12-22,Africa,GQ
2442,Senegal,2015-12-22,1.0,2015-12-22,Africa,SN
2443,Liberia,2015-12-22,9.0,2015-12-22,Africa,LR
2444,Spain,2015-12-22,1.0,2015-12-22,Europe,ES
2445,Mali,2015-12-22,7.0,2015-12-22,Africa,ML
2446,Sierra Leone,2015-12-22,8704.0,2015-12-22,Africa,SL
2447,United Kingdom,2015-12-22,1.0,2015-12-22,Europe,GB
2448,Italy,2015-12-22,1.0,2015-12-22,Europe,IT
2449,United States of America,2015-12-22,4.0,2015-12-22,North America,US
2450,Liberia,2015-12-22,3151.0,2015-12-22,Africa,LR
2451,United Kingdom,2015-12-23,1.0,2015-12-23,Europe,GB
2452,Italy,2015-12-23,1.0,2015-12-23,Europe,IT
2453,Guinea,2015-12-23,3351.0,2015-12-23,Africa,GQ
2454,Senegal,2015-12-23,1.0,2015-12-23,Africa,SN
2455,Liberia,2015-12-23,3151.0,2015-12-23,Africa,LR
2456,Spain,2015-12-23,1.0,2015-12-23,Europe,ES
2457,Mali,2015-12-23,7.0,2015-12-23,Africa,ML
2458,Sierra Leone,2015-12-23,8704.0,2015-12-23,Africa,SL
2459,Liberia,2015-12-23,9.0,2015-12-23,Africa,LR
2460,Nigeria,2015-12-23,19.0,2015-12-23,Africa,NG
2461,United States of America,2015-12-23,4.0,2015-12-23,North America,US
2462,United Kingdom,2015-12-29,1.0,2015-12-29,Europe,GB
2463,Italy,2015-12-29,1.0,2015-12-29,Europe,IT
2464,Spain,2015-12-29,1.0,2015-12-29,Europe,ES
2465,Liberia,2015-12-29,3151.0,2015-12-29,Africa,LR
2466,Liberia,2015-12-29,9.0,2015-12-29,Africa,LR
2467,Sierra Leone,2015-12-29,8704.0,2015-12-29,Africa,SL
2468,Mali,2015-12-29,7.0,2015-12-29,Africa,ML
2469,Guinea,2015-12-29,3351.0,2015-12-29,Africa,GQ
2470,United States of America,2015-12-29,4.0,2015-12-29,North America,US
2471,Nigeria,2015-12-29,19.0,2015-12-29,Africa,NG
2472,Senegal,2015-12-29,1.0,2015-12-29,Africa,SN
2473,Guinea,2016-03-23,3351.0,2016-03-23,Africa,GQ
2474,Spain,2016-03-23,1.0,2016-03-23,Europe,ES
2475,Sierra Leone,2016-03-23,8704.0,2016-03-23,Africa,SL
2476,Senegal,2016-03-23,1.0,2016-03-23,Africa,SN
2477,Mali,2016-03-23,7.0,2016-03-23,Africa,ML
2478,United Kingdom,2016-03-23,1.0,2016-03-23,Europe,GB
2479,Liberia,2016-03-23,9.0,2016-03-23,Africa,LR
2480,Liberia,2016-03-23,3151.0,2016-03-23,Africa,LR
2481,Italy,2016-03-23,1.0,2016-03-23,Europe,IT
2482,Liberia,2016-03-23,2.0,2016-03-23,Africa,LR
2483,Nigeria,2016-03-23,19.0,2016-03-23,Africa,NG
2484,United States of America,2016-03-23,4.0,2016-03-23,North America,US
